location,url,fulladdress,bedrooms,bathrooms,parkingSpaces,studies,image_url,latitude,longitude,coordinates,pprice,type,house_type
33 Rose Lane,https://www.realestate.com.au/property-apartment-vic-melbourne-435430863,"2307/33 Rose Lane, Melbourne, Vic 3000",3,2,0,0,https://i2.au.reastatic.net/{size}/bab39e9c0b73b705d747ac88d31f9a1f0f27967715c88efdb8c1195345e36081/image.jpg,-37.8151054,144.9538211,"(144.95382108260804, -37.8151054)",850,rent,Apartment
68 Latrobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435430855,"315/68 Latrobe Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/ffe8acd3fef24567995dd82eea06c05ff36b704e5db0424c02a080d1517df3af/image.jpg,-37.97455585,145.0612109,"(145.0612109376102, -37.97455585)",600,rent,Apartment
280 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435428439,"1804/280 Spencer Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/b194ce0ef624298aadcf89eb54354e7d91006ebe04b81287725cc013d5f1fe62/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",440,rent,Apartment
288 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435433683,"3005/288 Spencer Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/b7bd0a56ce35e69b5c61ebc7d52136a8c7a219457913df4376a0da6da2f5fa95/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",400,rent,Apartment
288  La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-430907794,"6510/288  La Trobe Street, Melbourne, Vic 3000",3,2,1,1,https://i2.au.reastatic.net/{size}/0d9fcd7f8bd272e4acb6f3bd816465b1d51c4ad88fb965362582b9e253fbfc37/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",1150,rent,Apartment
22 Coromandel Place,https://www.realestate.com.au/property-apartment-vic-melbourne-435235499,"1408/22 Coromandel Place, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/e1eea56cf54e6c89f603c4e60d37f80e97f69372d8a9979d3bb894dfc85262dd/image.jpg,-37.8131764,144.9692124,"(144.9692124, -37.8131764)",520,rent,Apartment
31 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435235495,"2205/31 A'Beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/a7a0a5ea80c5a288a57f006ae59b768d6189544ce48e243a92b7bf6c7b996c22/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",520,rent,Apartment
370 Queen Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435233687,"370 Queen Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/2f98c18d8d9154c64ceef8a8f6f99ec02ef55aa796fa7d44c0e99b078e0cfcf9/image.jpg,-37.8119956,144.9594357,"(144.9594357, -37.8119956)",600,rent,Apartment
33 Rose Lane,https://www.realestate.com.au/property-apartment-vic-melbourne-419260502,"4103/33 Rose Lane, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/5374f729d4aa913865f98cee00441d942a582b844afa499c5743db237509bf54/image.jpg,-37.8151054,144.9538211,"(144.95382108260804, -37.8151054)",600,rent,Apartment
138 Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435225355,"2006/138 Spencer Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/163b46225cf95f2bfe011852835986a65f7c7bf27e2db585ae846993e5656ce6/image.png,-37.8131357,144.95151,"(144.95151, -37.8131357)",720,rent,Apartment
33 MacKenzie Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435421771,"2205/33 MacKenzie Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/6843764154d636931ef6cba4478faee241e0692decdf2088a85ffab60bf3997b/image.jpg,-37.807427,144.9671085,"(144.9671085, -37.807427)",600,rent,Apartment
88 Franklin Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435417903,"56/88 Franklin Street, Melbourne, Vic 3000",3,1,0,0,https://i2.au.reastatic.net/{size}/5873f6645b6d5c7f641c9df2e17e8094c20eea73b61a7ed5732577c9a5e44897/image.jpg,-37.8092091,144.956591,"(144.956591, -37.8092091)",485,rent,Apartment
155 Franklin Street  Vic 3000,https://www.realestate.com.au/property-apartment-vic-melbourne-435416919,"1508/155 Franklin Street  Vic 3000, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/161b037e5c770ecd69222c7bb9c474b55efc4aeba747221e6c33ae8153c7ba44/image.jpg,-37.8086427,144.9596031,"(144.9596031, -37.8086427)",400,rent,Apartment
500 Flinders Street,https://www.realestate.com.au/property-studio-vic-melbourne-435418303,"912/500 Flinders Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/052a8879bd01f1b28d7b67da898452020b576b2cf42fb29c28aa982da42c7fcb/image.jpg,-37.8200571,144.9577821,"(144.9577821, -37.8200571)",300,rent,Studio
220 Spencer Street,https://www.realestate.com.au/property-house-vic-melbourne-435418591,"1618/220 Spencer Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/7b0cc31ffed737f37460c8363fc3692d4d3ec437da61a064e9ddc5fa7aefff11/image.jpg,-37.815983,144.952991,"(144.952991, -37.815983)",275,rent,House
546 Flinders Street,https://www.realestate.com.au/property-studio-vic-melbourne-435418371,"145/546 Flinders Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/179e948c8ca979c93684dca00d6c0cdbd3f277080a3f96f674674eed62511475/image.jpg,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",250,rent,Studio
433 Collins Street,https://www.realestate.com.au/property-apartment-vic-melbourne-430269122,"2803/433 Collins Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/d321a152552970d16b3d5b461d16f0138f86366f41a6e9e815e4599bc31914bd/image.jpg,-37.815886,144.9652908,"(144.9652908, -37.815886)",750,rent,Apartment
60 A'beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435415463,"1410/60 A'beckett Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/31c58ec76b18f0876063047876fd369debf3db4311a09203d07167fa90df11eb/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",650,rent,Apartment
639 Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435410163,"1102/639 Lonsdale Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/01b7d63472aa318b63a29003dc674ff9aa44b3170b35f91882d9187090b08443/image.jpg,-37.815252,144.9536724,"(144.95367244636554, -37.815252)",550,rent,Apartment
371 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435409791,"3401/371 Little Lonsdale Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/a741e051f9bce21627bc3c77439dded9b4ac8161c43d24e0a0b99646d41bb93d/image.jpg,-37.8109981,144.9628452,"(144.9628452, -37.8109981)",500,rent,Apartment
268 Flinders Street,https://www.realestate.com.au/property-apartment-vic-melbourne-417747922,"501/268 Flinders Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/477f83aeb145b7a1785d90c3a82614d084a0a078a3d88531fe17c01e8531d67f/image.jpg,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",450,rent,Apartment
228 A'Beckett Street,https://www.realestate.com.au/property-unit-vic-melbourne-418951426,"1810/228 A'Beckett Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/90de86a3d8cd7e779242b8f317864b8e23e2a1eb31a591d14d39d3ce5ab54885/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",600,rent,Unit
250  Spencer Street,https://www.realestate.com.au/property-apartment-vic-melbourne-433560690,"3601B/250  Spencer Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/2c5fe2ca06a4baa3eedcc587e2d3a611995ea4bd7353cfdf4b195b9524f14f55/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",680,rent,Apartment
33 Rose Lane,https://www.realestate.com.au/property-apartment-vic-melbourne-435406955,"4212/33 Rose Lane, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/c1d8f8504cd6a0b34a6c9673ddb4c01d33ff45bf357b90ceac73e2d3996b5e60/image.jpg,-37.8151054,144.9538211,"(144.95382108260804, -37.8151054)",580,rent,Apartment
299 King Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435406431,"2808/299 King Street, Melbourne, Vic 3000",1,1,0,1,https://i2.au.reastatic.net/{size}/8ed050b1c935a8e7df0b4851f2f868b9f1cd210de4734d7b19eba2a2f0e712cb/image.jpg,-37.812495,144.9540153,"(144.9540153, -37.812495)",550,rent,Apartment
336 Russell Street,https://www.realestate.com.au/property-apartment-vic-melbourne-424651254,"105/336 Russell Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/4ca552ab30cd7979d0cee1eb4c5d0977fcfd005f030a4982329ba823dc926565/image.jpg,-37.808112,144.966208,"(144.966208, -37.808112)",500,rent,Apartment
238 Flinders Street,https://www.realestate.com.au/property-studio-vic-melbourne-433952359,"508/238 Flinders Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/0effb0e3e6f054f315aede4afd1a44d04c81b21266d54cebc26537a1e50d1a58/image.jpg,-37.8175372,144.9665144,"(144.9665144, -37.8175372)",380,rent,Studio
268 Flinders Street,https://www.realestate.com.au/property-studio-vic-melbourne-433026890,"526/268 Flinders Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/477f83aeb145b7a1785d90c3a82614d084a0a078a3d88531fe17c01e8531d67f/image.jpg,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",300,rent,Studio
268 Flinders Street,https://www.realestate.com.au/property-studio-vic-melbourne-425586470,"1117/268 Flinders Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/477f83aeb145b7a1785d90c3a82614d084a0a078a3d88531fe17c01e8531d67f/image.jpg,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",300,rent,Studio
7-23 Mackenzie Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435396051,"609/7-23 Mackenzie Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/654e182a1b22f8e78f2e01f82d80e9f05d4a05b9dc788d9b4a73acf147acae7f/image.jpg,-37.807427,144.9671085,"(144.9671085, -37.807427)",500,rent,Apartment
157 A'beckett St.,https://www.realestate.com.au/property-apartment-vic-melbourne-433011994,"6608/157 A'beckett St., Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/df6da6c7254bd12acf411ca0c8110454a7becab82025ec9d2025e85c6d995ac0/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",750,rent,Apartment
135 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435390999,"501/135 A'Beckett Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/431ce551db40e8755d1b877dd82812ec7f54e5d4be935857651897e24ca4d6cb/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",700,rent,Apartment
442 Elizabeth St,https://www.realestate.com.au/property-apartment-vic-melbourne-435389667,"602/442 Elizabeth St, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/c09151b8cc666cc82351e5e3cf4c16143c496eb286beb40a120e0f34fa6b9463/image.jpg,-37.80826779,144.9606474,"(144.96064737857145, -37.808267792857144)",660,rent,Apartment
135 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435390783,"3011/135 A'Beckett Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/d931522c0e595160ac16498c4ccd481f31560b4d32cc4df113ef0368f13a9ec2/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",530,rent,Apartment
"135 A""Beckett Street",https://www.realestate.com.au/property-house-vic-melbourne-435396203,"4307/135 A""Beckett Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/64778b218824538469d7f0f01e87c1eae3f8e32493da2b8cf8c9fece5d7d8a7b/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",520,rent,House
120 A'Beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-416600561,"4101/120 A'Beckett Street, Melbourne, Vic 3000",1,1,0,1,https://i2.au.reastatic.net/{size}/7d96ea33a083472d625e771942b358b4cde34f937954306fb13f313d38356ead/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",500,rent,Apartment
593 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-411587863,"208/593 Elizabeth Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/e8e44ba7cbc7eec3f3e7681842b9dd6d3dc5375dbe1d072e172687996831b898/image.jpg,-37.8044707,144.9582695,"(144.9582695, -37.8044707)",280,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435397519,"3304/462 Elizabeth Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/543650e6fe4a418fc41b13b7fdd615b4343858fbf4ea97ad373fec39667f16b9/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",650,rent,Apartment
25-33 Wills Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435386703,"2402/25-33 Wills Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/97fd317debd148113c15d1aad426414b2331299ec9afc7e4eb725fb4703781b9/image.jpg,-37.81077675,144.9569081,"(144.95690814065648, -37.81077675)",1050,rent,Apartment
639 Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-413208267,"4513/639 Lonsdale Street, Melbourne, Vic 3000",3,2,1,0,https://i2.au.reastatic.net/{size}/0329b9ec2858958a53bb798a79c1a3362cd7fa3eeb9e834800b6d0e5099a3806/image.jpg,-37.815252,144.9536724,"(144.95367244636554, -37.815252)",850,rent,Apartment
462 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435380027,"1108/462 Elizabeth Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/d1d0a45c2145c84249deaa47b1410207e014df94af12226f52bcc1f621fc0e60/image.jpg,-37.80783118,144.9604471,"(144.9604471, -37.807831182608695)",530,rent,Apartment
288 Spencer St,https://www.realestate.com.au/property-unit-vic-melbourne-435200315,"3002/288 Spencer St, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/1dae86de23493406b8cf5d9ac11bace408502a934156ab81102275e8b94affa3/image.jpg,-37.8131357,144.95151,"(144.95151, -37.8131357)",510,rent,Unit
370 Queen Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435194243,"5901/370 Queen Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/543745b53a0f44ce0855f186f25e077fe1ca2f0ea3f1954ec5d1cc1d0116277e/image.jpg,-37.8119956,144.9594357,"(144.9594357, -37.8119956)",800,rent,Apartment
36 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435376779,"905/36 La Trobe Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/28993daf3be2d271ea9099bd100c558fcc76addc5c56ab47ef9440c7c26de00f/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",680,rent,Apartment
501 Little Collins Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435180087,"702/501 Little Collins Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/d80eaeff22c06725b5f70ca784e0f475c025302f88aa9d615cdaf89a05367b22/image.jpg,-37.817091,144.9581778,"(144.95817782846154, -37.817091)",600,rent,Apartment
68 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435369659,"801/68 La Trobe Street, Melbourne, Vic 3000",3,1,1,0,https://i2.au.reastatic.net/{size}/6c906ba8f7bc2af644da7dbc786a044422a51776d6048836c9cf229471de8c5f/image.png,-37.80836015,144.9665562,"(144.96655620173067, -37.80836015)",850,rent,Apartment
371 Little Lonsdale Street,https://www.realestate.com.au/property-apartment-vic-melbourne-431033006,"4611/371 Little Lonsdale Street, Melbourne, Vic 3000",2,1,0,0,https://i2.au.reastatic.net/{size}/da8c09dacaa976b017df49be738b9151b9c88cf2cfb9291b2630aec12b7a0c2a/image.jpg,-37.8109981,144.9628452,"(144.9628452, -37.8109981)",600,rent,Apartment
601 Little Collins Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435370119,"102/601 Little Collins Street, Melbourne, Vic 3000",2,1,0,1,https://i2.au.reastatic.net/{size}/0f817db0b89d33bc6b7a11f91d344737d141d3d79e49e40f26c0bc3a0e9aebb7/image.jpg,-37.817827,144.954952,"(144.954952, -37.817827)",500,rent,Apartment
442 Elizabeth Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435371171,"6106/442 Elizabeth Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/34d6b6cc2701eeff63278eae780aa00078dea3028f8a829e09403d2f649f09f6/image.jpg,-37.80826779,144.9606474,"(144.96064737857145, -37.808267792857144)",500,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435366863,"5915/228 La Trobe Street, Melbourne, Vic 3000",2,2,0,0,https://i2.au.reastatic.net/{size}/08f8f7ed601ffe24669b83c1502637ebd8b08e5c6a296bd66cfb9c249327c907/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",850,rent,Apartment
228 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435363343,"8501/228 La Trobe Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/ab24e1744ad54c93cd8cd96f3358ca146c3211d26e327e2d99add2089d942265/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",650,rent,Apartment
120 A'beckett Street,https://www.realestate.com.au/property-apartment-vic-melbourne-428195986,"B1713/120 A'beckett Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/ff2b2cc62d2f22125d3fe00de1c8e3d1927a65ccd6e5559b2fa818fd81f73793/image.jpg,-37.8096114,144.9595749,"(144.9595749, -37.8096114)",470,rent,Apartment
268 Flinders Street,https://www.realestate.com.au/property-apartment-vic-melbourne-434093471,"702/268 Flinders Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/477f83aeb145b7a1785d90c3a82614d084a0a078a3d88531fe17c01e8531d67f/image.jpg,-37.8190295,144.9618007,"(144.9618007, -37.8190295)",420,rent,Apartment
236 La Trobe Street,https://www.realestate.com.au/property-studio-vic-melbourne-434452415,"236 La Trobe Street, Melbourne, Vic 3000",0,1,0,0,https://i2.au.reastatic.net/{size}/9c73354f0906934720c422cd1251094e8cd7b403103d1710277800cc73455711/image.jpg,-37.8103906,144.9612267,"(144.9612267, -37.8103906)",605,rent,Studio
279 La Trobe Street,https://www.realestate.com.au/property-apartment-vic-melbourne-428786630,"4002/279 La Trobe Street, Melbourne, Vic 3000",2,1,1,0,https://i2.au.reastatic.net/{size}/7de2b618a3c6865f69872fb71d9fec2bfa7b09fbb0b905fd381b73943bfddbfb/image.png,-37.8106737,144.960701,"(144.960701, -37.8106737)",640,rent,Apartment
299 King Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435356371,"2807/299 King Street, Melbourne, Vic 3000",2,1,0,1,https://i2.au.reastatic.net/{size}/3a939b4d6af5a1488a05291dfb269010fd2b12f98aa9a0a3dd861e2decbcfb59/image.jpg,-37.812495,144.9540153,"(144.9540153, -37.812495)",550,rent,Apartment
639 Lonsdale St,https://www.realestate.com.au/property-apartment-vic-melbourne-430999498,"604/639 Lonsdale St, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/94850245fe77213bbedc7d620bfd023b3cc81e8dc630cb18218b5fbd5a61f448/image.jpg,-37.815252,144.9536724,"(144.95367244636554, -37.815252)",500,rent,Apartment
318 Queen Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435357619,"4403/318 Queen Street, Melbourne, Vic 3000",1,1,0,0,https://i2.au.reastatic.net/{size}/3e65900ac2dea1e90546e2ca960854779b78628e4025cc034e357e3bb9a7b4b8/image.jpg,-37.8119956,144.9594357,"(144.9594357, -37.8119956)",500,rent,Apartment
181 Exhibition Street,https://www.realestate.com.au/property-apartment-vic-melbourne-435354619,"204/181 Exhibition Street, Melbourne, Vic 3000",1,1,1,0,https://i2.au.reastatic.net/{size}/c6128f2ee1c472ca63fce626f6c544b1c75536195a73871f4b42f1b27c8fd06e/image.jpg,-37.8081508,144.9686945,"(144.9686945, -37.8081508)",500,rent,Apartment
